sequence_index,anomaly_score,max_severity_score,max_severity_level,avg_severity_score,critical_count,high_count,medium_count,low_count,priority,risk_score,risk_level,log_count,log_levels,sample_messages
87360,1.0538078170167502,1,LOW,0.13333333333333333,0,0,0,2,10,57.69039085083751,MEDIUM,15,"INFO, TRACE, DEBUG","==> Parameters: 1(String), null, (String) | ==> Parameters: | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] write(ctx, AsyncCommand [type=SET, output=StatusOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command], promise)"
87359,1.0538078170167502,1,LOW,0.13333333333333333,0,0,0,2,11,57.69039085083751,MEDIUM,15,"INFO, TRACE, DEBUG","dispatching command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | ==> Parameters: 1(String), null, (String) | ==> Parameters:"
87358,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,12,57.69039085083751,MEDIUM,15,"INFO, TRACE, DEBUG","[channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379] writing command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | dispatching command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | ==> Parameters: 1(String), null, (String)"
87357,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,13,57.69039085083751,MEDIUM,15,"INFO, TRACE, DEBUG","[channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379] writing command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | dispatching command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
87356,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,14,57.69039085083751,MEDIUM,15,"INFO, DEBUG","[channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Completing command AsyncCommand [type=GET, output=ValueOutput [output=[B@659a6844, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379] writing command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
87355,1.0538078170167502,1,LOW,0.06666666666666667,0,0,0,1,15,57.69039085083751,MEDIUM,15,"INFO, DEBUG","DiscoveryClient_SMETA/develop-server:smeta:9009 - Heartbeat status: 200 | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1, chid=0x1] Completing command AsyncCommand [type=GET, output=ValueOutput [output=[B@659a6844, error='null'], commandType=io.lettuce.core.protocol.Command] | [channel=0x723e3117, /192.168.0.54:38456 -> 192.168.0.54/192.168.0.54:6379, epid=0x1] write() writeAndFlush command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command]"
87046,1.09863629215234,1,LOW,0.06666666666666667,0,0,0,1,46,59.931814607617,MEDIUM,15,"INFO, DEBUG", | JDBC Connection [HikariProxyConnection@1247625253 wrapping org.postgresql.jdbc.PgConnection@35b99d1c] will not be managed by Spring | Creating a new SqlSession
64395,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,48,55.80568047781286,MEDIUM,15,"INFO, DEBUG",==> Parameters: | ==> Parameters: 5(String) | doFilterInternal :::: ZmQwNDFlYmUtYWFmMS00MTQ1LWEzYzktZDQzMjFlNGI5ZDg4 // fd041ebe-aaf1-4145-a3c9-d4321e4b9d88
64394,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,49,55.80568047781286,MEDIUM,15,"INFO, DEBUG","[channel=0xf043bfe7, /192.168.0.54:43678 -> 192.168.0.54/192.168.0.54:6379] writing command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | ==> Parameters: | ==> Parameters: 5(String)"
64393,1.016113609556257,1,LOW,0.06666666666666667,0,0,0,1,50,55.80568047781286,MEDIUM,15,"INFO, DEBUG"," | [channel=0xf043bfe7, /192.168.0.54:43678 -> 192.168.0.54/192.168.0.54:6379] writing command AsyncCommand [type=GET, output=ValueOutput [output=null, error='null'], commandType=io.lettuce.core.protocol.Command] | ==> Parameters:"
